ASSURED NAME,VESSEL,POLICY NUMBER,INCEPT DATE,EXPIRY DATE,ITEM NUMBER,ITEM TITLE,OCCUPANCY,CLAIM NUMBER,DATE OF LOSS,CURRENCY,POLICY GROSS SUM INSURED,POLICY RETAINED SUM INSURED,POLICY QS SUM INSURED,POLICY SURPLUS SUM INSURED,POLICY PMMSC SUM INSURED,POLICY OTHER TREATY SUM INSURED,POLICY FACUL SUM INSURED,ITEM GROSS SUM INSURED,ITEM RETAINED SUM INSURED,ITEM QS SUM INSURED,ITEM SURPLUS SUM INSURED,ITEM PMMSC SUM INSURED,ITEM OTHER TREATY SUM INSURED,ITEM FACUL SUM INSURED,LOSS RESERVE,LOSS PAID,EXPENSE RESERVE,EXPENSE PAID,RECOVERIES,LOSS DESCRIPTION,LOSS DETAIL,STATUS,FRONTING/REFERRED,INTM NUMBER,INTERMEDIARY NAME,WITH EX-GRATIA,CO INSURANCE,PISC LEAD CO I,ORG TYPE
"ABOITIZ EQUITY VENTURES, INC.",,FI-NIL-HO-22-0000262-00-I,05/29/2021,05/29/2022,1,VARIOUS,INDUSTRIAL - OTHERS,FI-NIL-HO-22-00173,12/16/2021,USD,13341474.66,13341474.66,0,0,0,0,0,13341474.66,13341474.66,0,0,0,0,0,7282.54,7282.54,0,0,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,224,"MALAYAN INSURANCE COMPANY, INC.",N,N,N,I
"ABOITIZ EQUITY VENTURES, INC.",,FI-NIL-HO-22-0000262-00-I,05/29/2021,05/29/2022,1,VARIOUS,INDUSTRIAL - OTHERS,FI-NIL-HO-22-00174,12/16/2021,USD,13341474.66,13341474.66,0,0,0,0,0,13341474.66,13341474.66,0,0,0,0,0,367837,0,0,0,0,TYPHOON ODETTE,,OUTSTANDING,,224,"MALAYAN INSURANCE COMPANY, INC.",N,N,N,I
SOUTH PACIFIC INCORPORATED,,FI-NIL-HO-22-0000306-00-I,11/26/2021,11/26/2022,1,VARIOUS,WAREHOUSE - OTHERS,FI-NIL-HO-22-00219,12/16/2021,PHP,224000000,224000000,0,0,0,0,0,224000000,224000000,0,0,0,0,0,160414.59,0,0,0,0,TYPHOON ODETTE,,OUTSTANDING,,269,PIONEER INTERCONTINENTAL INSURANCE CORPORATION,N,N,N,I
RICOH IMAGING PRODUCTS (PHILIPPINES) CORPORATION,,FI-NIL-HO-22-0000439-00-I,10/01/2021,10/01/2022,1,VARIOUS,INDUSTRIAL - OTHERS,FI-NIL-HO-22-00220,12/16/2021,PHP,14974786.98,14974786.98,0,0,0,0,0,14974786.98,14974786.98,0,0,0,0,0,317.6,317.6,0,0,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,776,PGA SOMPO INSURANCE CORPORATION,N,N,N,I
SILANGAN MINDANAO MINING CO. INC.,,FI-NIL-HO-22-0000577-00-I,11/12/2021,11/12/2022,1,VARIOUS,INDUSTRIAL - OTHERS,FI-NIL-HO-25-00010,12/16/2021,PHP,5876590.71,5876590.71,0,0,0,0,0,5876590.71,5876590.71,0,0,0,0,0,37403.33,37403.33,0,0,0,Typhoon Odette Loss,,OS-FOR APPROVAL,,871,M PIONEER INSURANCE INC.,N,N,N,I
"UNAHCO FEEDS, INC.",,FI-NIL-HO-22-0000619-00-I,01/01/2021,01/01/2022,1,VARIOUS,INDUSTRIAL - OTHERS,FI-NIL-HO-23-00098,12/16/2021,PHP,116393173.2,116393173.2,0,0,0,0,0,116393173.2,116393173.2,0,0,0,0,0,316307.32,0,0,0,0,TYPHOON ODETTE,,OUTSTANDING,,214,"FPG INSURANCE CO., INC.",N,N,N,I
EDWIN O. IGNACIO,,FI-NIL-IG-21-0000112-00-D,01/28/2021,01/28/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-IG-22-00001,12/16/2021,PHP,10000000,10000000,0,0,0,0,0,3000000,3000000,0,0,0,0,0,900000,900000,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,1717,ONELIA D. EBREO,N,N,N,R
EDWIN O. IGNACIO,,FI-NIL-IG-21-0000112-00-D,01/28/2021,01/28/2022,2,STOCKS,GENERAL - COMMERCIAL,FI-NIL-IG-22-00001,12/16/2021,PHP,10000000,10000000,0,0,0,0,0,7000000,7000000,0,0,0,0,0,1100000,1100000,84740.81,84740.81,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,1717,ONELIA D. EBREO,N,N,N,R
"CFS AGRI-VENTURES, INC.",,FI-NIL-IL-21-0000016-00-D,01/21/2021,01/21/2022,1,STOCKS,GENERAL - COMMERCIAL,FI-NIL-IL-22-00002,12/16/2021,PHP,1000000,1000000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,553600.78,553600.78,31672,31672,-181827.27,TYPHOON ODETTE,,CLOSED,,491,ARLENE L. LOCSIN,N,N,N,I
"CFS AGRI-VENTURES, INC",,FI-NIL-IL-21-0000298-00-D,05/29/2021,05/29/2022,1,STOCKS,WAREHOUSE - OTHERS,FI-NIL-IL-22-00003,12/16/2021,PHP,500000,500000,0,0,0,0,0,500000,500000,0,0,0,0,0,276800.39,276800.39,20979,20979,-90900,TYPHOON ODETTE,,CLOSED,,491,ARLENE L. LOCSIN,N,N,N,I
QUEEN CITY DEVELOPMENT BANK,,FI-NIL-IL-21-0000597-00-D,10/30/2021,10/30/2022,1,BUILDING,RESIDENTIAL,FI-NIL-IL-22-00001,12/16/2021,PHP,2684000,2684000,0,0,0,0,0,2684000,2684000,0,0,0,0,0,757390.68,757390.68,38200,38200,0,TYPHOON ODETTE,,CLOSED,,4774,FLORETE GROUP,N,N,N,I
SAN ANTONIO RESORT VILLAGE INC / ANCOR DEVELOPMENT CORP,,FI-NIL-IM-21-0000004-00-D,01/08/2021,01/08/2022,1,ON BUILDING,GENERAL - COMMERCIAL,FI-NIL-IM-21-00010,12/16/2021,PHP,70000000,70000000,0,0,0,0,0,50000000,50000000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,70000,ILOILO BRANCH,N,N,N,I
PBS INC - DYMF                                                   ,,FI-NIL-IM-21-0000167-00-D,04/11/2021,04/11/2022,1,CONTENTS,INDUSTRIAL - OTHERS,FI-NIL-IM-21-00009,12/16/2021,PHP,9550000,9550000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,0,5254,5254,0,TYPHOON ODETTE,,CLOSED,,4774,FLORETE GROUP,N,N,N,I
CBS DEVELOPMENT CORPORATION,,FI-NIL-IM-21-0000172-00-D,04/11/2021,04/11/2022,1,BUILDING,INDUSTRIAL - OTHERS,FI-NIL-IM-22-00004,12/16/2021,PHP,7000000,7000000,0,0,0,0,0,7000000,7000000,0,0,0,0,0,0,0,5254,5254,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,4774,FLORETE GROUP,N,N,N,I
PBS INC-DYMX(FM),,FI-NIL-IM-21-0000173-00-D,04/11/2021,04/11/2022,1,CONTENTS,INDUSTRIAL - OTHERS,FI-NIL-IM-21-00007,12/16/2021,PHP,5500000,5500000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,357239.1,0,31363.17,31363.17,0,damaged transmitter tower ,,OS-FOR APPROVAL,,4774,FLORETE GROUP,N,N,N,I
PBS INC-DYMX(FM),,FI-NIL-IM-21-0000173-00-D,04/11/2021,04/11/2022,2,LEASEHOLD,INDUSTRIAL - OTHERS,FI-NIL-IM-21-00007,12/16/2021,PHP,5500000,5500000,0,0,0,0,0,500000,500000,0,0,0,0,0,0,0,0,0,0,damaged transmitter tower ,,OS-FOR APPROVAL,,4774,FLORETE GROUP,N,N,N,I
PBS INC-DYMX(FM),,FI-NIL-IM-21-0000173-00-D,04/11/2021,04/11/2022,1,CONTENTS,INDUSTRIAL - OTHERS,FI-NIL-IM-22-00003,12/16/2021,PHP,5500000,5500000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,0,0,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,4774,FLORETE GROUP,N,N,N,I
CEBU GRAND DRAGON MARKETING CORPORATION,,FI-NIL-IM-21-0000236-00-D,10/26/2021,10/26/2022,1,ON BUILDING,WAREHOUSE - OTHERS,FI-NIL-IM-21-00006,12/16/2021,PHP,138756000,138756000,0,0,0,0,0,138756000,138756000,0,0,0,0,0,4612698.07,4612698.07,166753.74,166753.74,0,Typhoon Damage,Damage to Property,CLOSED,,3604,AL FAY D. VINTOLA,N,N,N,I
SAN ANTONIO RESORT VILLAGE INC / ANCOR DEVELOPMENT CORP,,FI-NIL-IM-21-0000242-00-D,09/22/2021,09/22/2022,1,ON BUILDING,GENERAL - COMMERCIAL,FI-NIL-IM-21-00011,12/16/2021,PHP,11700000,11700000,0,0,0,0,0,4200000,4200000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,70000,ILOILO BRANCH,N,N,N,I
JAMES LU/ SANY STEEL /CEBU GRAND DRAGON MARKETING CORPORATION,,FI-NIL-IM-21-0000262-00-D,10/24/2021,10/24/2022,1,ON STOCKS,WAREHOUSE - OTHERS,FI-NIL-IM-21-00008,12/16/2021,PHP,90000000,90000000,0,0,0,0,0,90000000,90000000,0,0,0,0,0,6955212.28,6955212.28,196640,196640,0,damaged stocks,,CLOSED,,2220,PHILIPPINE BUSINESS BANK,N,N,E,I
MANGO PARK HOTEL OR UNIWIDE PRIME VENTURES CORP.,,FI-NIL-LM-20-0000023-00-D,09/01/2020,01/20/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-LM-23-00004,12/16/2021,PHP,56000000,56000000,0,0,0,0,0,45000000,45000000,0,0,0,0,0,561830.5,561830.5,90500.3,90500.3,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,11000,ILIGAN BRANCH,N,N,N,I
MANGO PARK HOTEL OR UNIWIDE PRIME VENTURES CORP.,,FI-NIL-LM-20-0000023-00-D,09/01/2020,01/20/2022,3,BUS FFF,GENERAL - COMMERCIAL,FI-NIL-LM-23-00004,12/16/2021,PHP,56000000,56000000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,610511.96,610511.96,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,11000,ILIGAN BRANCH,N,N,N,I
PJ LHUILLIER DEV'T CORP.,,FI-NIL-MI-21-0000001-00-D,01/01/2021,01/01/2022,12,BUILDING,GENERAL - COMMERCIAL,FI-NIL-MI-21-00045,12/16/2021,PHP,710052206,710052206,0,0,0,0,0,105000000,105000000,0,0,0,0,0,0,0,0,0,0,Damage properties due to,Typhoon Odette,CLOSED,,547,"CEBUANA LHUILLIER INSURANCE BROKERS, INC.",N,N,N,I
"CEBU FAMOUS BAKERY AND FOODS, INC.",,FI-NIL-MI-21-0000003-00-D,01/07/2021,01/07/2022,1,VARIOUS PROPERTIES,INDUSTRIAL - OTHERS,FI-NIL-MI-21-00039,12/17/2021,PHP,25000000,25000000,0,0,0,0,0,15000000,15000000,0,0,0,0,0,400297.31,400297.31,20597,20597,0,damaged warehouse,,OS-FOR APPROVAL,,1000,MELODY C. COYUKIAT,N,N,N,I
WILCON DEPOT INC. AND/OR WILCON CORP. AND/OR MARKEENLO REALTY INC. AND/OR WILLIAM BELO AND/OR ADIJE REALTY AND DEVELOPMENT CORP. AND/OR CORAL,,FI-NIL-MI-21-0000121-00-D,11/25/2020,01/24/2022,1,BLDG/FFF-EQPT/STOCKS,VARIOUS OCCUPANCY,FI-NIL-MI-22-00012,12/16/2021,PHP,17722559159,9127534600,0,0,0,0,8595024558,17722559159,9127534600,0,0,0,0,8595024558,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,40,JOHNNY D. SIY,N,N,N,I
WILCON DEPOT INC. AND/OR WILCON CORP. AND/OR MARKEENLO REALTY INC. AND/OR WILLIAM BELO AND/OR ADIJE REALTY AND DEVELOPMENT CORP. AND/OR CORAL,,FI-NIL-MI-21-0000121-00-D,11/25/2020,01/24/2022,1,BLDG/FFF-EQPT/STOCKS,VARIOUS OCCUPANCY,FI-NIL-MI-22-00013,12/16/2021,PHP,17722559159,9127534600,0,0,0,0,8595024558,17722559159,9127534600,0,0,0,0,8595024558,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,40,JOHNNY D. SIY,N,N,N,I
WILCON DEPOT INC. AND/OR WILCON CORP. AND/OR MARKEENLO REALTY INC. AND/OR WILLIAM BELO AND/OR ADIJE REALTY AND DEVELOPMENT CORP. AND/OR CORAL,,FI-NIL-MI-21-0000121-00-D,11/25/2020,01/24/2022,1,BLDG/FFF-EQPT/STOCKS,VARIOUS OCCUPANCY,FI-NIL-MI-22-00014,12/16/2021,PHP,17722559159,9127534600,0,0,0,0,8595024558,17722559159,9127534600,0,0,0,0,8595024558,0,0,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,40,JOHNNY D. SIY,N,N,N,I
WILCON DEPOT INC. AND/OR WILCON CORP. AND/OR MARKEENLO REALTY INC. AND/OR WILLIAM BELO AND/OR ADIJE REALTY AND DEVELOPMENT CORP. AND/OR CORAL,,FI-NIL-MI-21-0000121-00-D,11/25/2020,01/24/2022,1,BLDG/FFF-EQPT/STOCKS,VARIOUS OCCUPANCY,FI-NIL-MI-22-00015,12/16/2021,PHP,17722559159,9127534600,0,0,0,0,8595024558,17722559159,9127534600,0,0,0,0,8595024558,5844026.7,5844026.7,136942,136942,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,40,JOHNNY D. SIY,N,N,N,I
WILCON DEPOT INC. AND/OR WILCON CORP. AND/OR MARKEENLO REALTY INC. AND/OR WILLIAM BELO AND/OR ADIJE REALTY AND DEVELOPMENT CORP. AND/OR CORAL,,FI-NIL-MI-21-0000121-00-D,11/25/2020,01/24/2022,1,BLDG/FFF-EQPT/STOCKS,VARIOUS OCCUPANCY,FI-NIL-MI-22-00016,12/16/2021,PHP,17722559159,9127534600,0,0,0,0,8595024558,17722559159,9127534600,0,0,0,0,8595024558,2640558.4,2640558.4,75275,75275,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,40,JOHNNY D. SIY,N,N,N,I
WILCON DEPOT INC. AND/OR WILCON CORP. AND/OR MARKEENLO REALTY INC. AND/OR WILLIAM BELO AND/OR ADIJE REALTY AND DEVELOPMENT CORP. AND/OR CORAL,,FI-NIL-MI-21-0000121-00-D,11/25/2020,01/24/2022,1,BLDG/FFF-EQPT/STOCKS,VARIOUS OCCUPANCY,FI-NIL-MI-22-00017,12/16/2021,PHP,17722559159,9127534600,0,0,0,0,8595024558,17722559159,9127534600,0,0,0,0,8595024558,0,0,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,40,JOHNNY D. SIY,N,N,N,I
WILCON DEPOT INC. AND/OR WILCON CORP. AND/OR MARKEENLO REALTY INC. AND/OR WILLIAM BELO AND/OR ADIJE REALTY AND DEVELOPMENT CORP. AND/OR CORAL,,FI-NIL-MI-21-0000121-00-D,11/25/2020,01/24/2022,1,BLDG/FFF-EQPT/STOCKS,VARIOUS OCCUPANCY,FI-NIL-MI-22-00018,12/16/2021,PHP,17722559159,9127534600,0,0,0,0,8595024558,17722559159,9127534600,0,0,0,0,8595024558,0,0,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,40,JOHNNY D. SIY,N,N,N,I
TOM'S WORLD,,FI-NIL-MI-21-0000154-00-D,03/01/2021,03/01/2022,1,VARIOUS PROPERTIES,GENERAL - COMMERCIAL,FI-NIL-MI-21-00046,12/16/2021,PHP,465610000,465610000,0,0,0,0,0,465610000,465610000,0,0,0,0,0,8461457.66,8461457.66,227666.83,227666.83,0,TYPHOON ODETTE,,CLOSED,,3608,WILSON L. TAN,N,N,N,I
MACRO FURNITURE INC.,,FI-NIL-MI-21-0000260-00-D,05/24/2021,05/24/2022,1,STOCKS,INDUSTRIAL - OTHERS,FI-NIL-MI-21-00041,12/17/2021,PHP,76746524.78,76746524.78,0,0,0,0,0,76746524.78,76746524.78,0,0,0,0,0,0,0,13368,13368,0,damaged building and roof,,OS-FOR APPROVAL,,2510,METROINSURE GEN. INSURANCE SERVICES,N,N,N,I
ARC REFRESHMENTS CORPORATION,,FI-NIL-MI-21-0000329-00-D,04/30/2021,04/30/2022,1,VARIOUS PROPERTIES,INDUSTRIAL - OTHERS,FI-NIL-MI-21-00043,12/16/2021,PHP,122388967.3,104030622.2,0,0,0,0,18358345.09,122388967.3,104030622.2,0,0,0,0,18358345.09,351209.32,351209.32,39999.5,39999.5,0,damaged building,,OS-FOR APPROVAL,,823,"RAMOS-CARON INSURANCE AGENCY, INC.",N,N,N,I
MACRO FURNITURE INC.,,FI-NIL-MI-21-0000393-00-D,06/20/2021,06/20/2022,1,BUILDING,INDUSTRIAL - OTHERS,FI-NIL-MI-21-00042,12/17/2021,PHP,15385474.62,15385474.62,0,0,0,0,0,13348114.62,13348114.62,0,0,0,0,0,827848.4,827848.4,37045,37045,0,damaged roofing system,,OS-FOR APPROVAL,,2510,METROINSURE GEN. INSURANCE SERVICES,N,N,N,I
PAKNAAN GREENLAND REALTY,,FI-NIL-MI-21-0000490-00-D,09/05/2021,09/05/2022,1,BUILDING,WAREHOUSE - OTHERS,FI-NIL-MI-21-00047,12/16/2021,PHP,33872000,33872000,0,0,0,0,0,33872000,33872000,0,0,0,0,0,910425.77,910425.77,40462,40462,0,TYPHOON ODETTE,,CLOSED,,107,"JUANITO U. TEE, JR.",N,N,N,I
PAKNAAN GREENLAND REALTY,,FI-NIL-MI-21-0000592-00-D,10/21/2021,10/21/2022,1,BUILDING,WAREHOUSE - OTHERS,FI-NIL-MI-21-00044,12/16/2021,PHP,40000000,40000000,0,0,0,0,0,40000000,40000000,0,0,0,0,0,389682.71,389682.71,24198,24198,0,damaged building/warehouse,,CLOSED,,107,"JUANITO U. TEE, JR.",N,N,N,I
ST. JOHN BIOMEDICS INC.,,FI-NIL-MI-21-0000619-00-D,11/16/2021,11/16/2022,1,BUILDING 4,WAREHOUSE - OTHERS,FI-NIL-MI-21-00040,12/17/2021,PHP,40000000,40000000,0,0,0,0,0,25000000,25000000,0,0,0,0,0,4090629.23,4090629.23,177416,177416,0,damaged building,,CLOSED,,1873,JOY CHRISTINE L. CO,N,N,N,I
ST. JOHN BIOMEDICS INC.,,FI-NIL-MI-21-0000619-00-D,11/16/2021,11/16/2022,2,BUILDING 5,WAREHOUSE - OTHERS,FI-NIL-MI-21-00040,12/17/2021,PHP,40000000,40000000,0,0,0,0,0,15000000,15000000,0,0,0,0,0,3942002.24,3942002.24,0,0,0,damaged building,,CLOSED,,1873,JOY CHRISTINE L. CO,N,N,N,I
EMPIRE VISION HOME ENTERTAINMENT CORP.,,FI-NIL-MN-21-0000099-00-D,01/16/2021,01/16/2022,1,STOCKS-IN-TRADE,GENERAL - COMMERCIAL,FI-NIL-MN-22-00009,12/16/2021,PHP,500000,500000,0,0,0,0,0,500000,500000,0,0,0,0,0,165933.48,165933.48,12115.99,12115.99,0,damaged stocks,,OS-FOR APPROVAL,,71,DICKENSON T. SOARES,N,N,N,I
"SHOE SOLUTIONS MARKETING, INC. (PUMA OUTLET STORE)",,FI-NIL-MN-21-0000109-02-D,02/10/2021,02/10/2022,1,INVENTORY,GENERAL - COMMERCIAL,FI-NIL-MN-22-00010,12/16/2021,PHP,4200000,4200000,0,0,0,0,0,4000000,4000000,0,0,0,0,0,7248.87,7248.87,0,0,0,damage to property,,CLOSED,,252,CRESENCIA G. ANG,N,N,N,I
ROLANDO J. MESA,,FI-NIL-MN-21-0000172-00-D,03/19/2021,03/19/2022,1,BUILDING,RESIDENTIAL,FI-NIL-MN-22-00012,12/16/2021,PHP,2000000,2000000,0,0,0,0,0,2000000,2000000,0,0,0,0,0,0,0,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,1026,LILIAN F. DELA CRUZ,N,N,N,R
STEFANO FOOTWEAR CORPORATION (ROBINSONS DEPT. STORE),,FI-NIL-MN-21-0000244-01-D,06/01/2021,06/01/2022,3,STOCKS,GENERAL - COMMERCIAL,FI-NIL-MN-22-00007,12/16/2021,PHP,29520000,29520000,0,0,0,0,0,4400000,4400000,0,0,0,0,0,804912.3,804912.3,32612,32612,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,107,"JUANITO U. TEE, JR.",N,N,N,I
GIVANO FOOTWEAR INTERNATIONAL CORP. (ROBINSONS DEPT. STORES),,FI-NIL-MN-21-0000246-01-D,06/01/2021,06/01/2022,3,STOCKS,GENERAL - COMMERCIAL,FI-NIL-MN-22-00005,12/16/2021,PHP,5650000,5650000,0,0,0,0,0,1200000,1200000,0,0,0,0,0,551954.24,551954.24,27710,27710,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,107,"JUANITO U. TEE, JR.",N,N,N,I
"GB SPECIALTY STORES, INC .",,FI-NIL-MN-21-0000280-03-D,06/01/2021,06/01/2022,1,STOCKS/FFF,GENERAL - COMMERCIAL,FI-NIL-MN-22-00004,12/16/2021,PHP,37500000,37500000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,49765.39,49765.39,0,0,0,damaged store,leasehold imrpovements and FFF,CLOSED,,107,"JUANITO U. TEE, JR.",N,N,N,I
SPS. ROGER T. UY & EMILY JOSETT D. UY,,FI-NIL-MN-21-0000723-02-D,09/11/2021,09/11/2022,1,BUILDING,RESIDENTIAL,FI-NIL-MN-21-00024,12/16/2021,PHP,7500000,7500000,0,0,0,0,0,4500000,4500000,0,0,0,0,0,24189.6,24189.6,0,0,0,damaged building and FFF,,CLOSED,,2706,RAYMOND ALEXANDRE B. CO,N,N,N,R
DAILY FASHION MANUFACTURING CORP.,,FI-NIL-MN-21-0000734-02-D,09/10/2021,09/10/2022,1,STOCKS-IN-TRADE,GENERAL - COMMERCIAL,FI-NIL-MN-21-00023,12/16/2021,PHP,194200000,194200000,0,0,0,0,0,194200000,194200000,0,0,0,0,0,53714.63,53714.63,19170,19170,0,damaged stocks,,CLOSED,,1431,TIMOTHY S. SY,N,N,N,I
"ST. JOHN BIOMEDICS INC., ASVET INC., ACCURA BIOMETRICS INC., WINNERS OPTIFEEDS CORP., ALIBRA IMPEX CORP.",,FI-NIL-MN-21-0000972-06-D,09/16/2021,09/16/2022,1,STOCKS,WAREHOUSE - OTHERS,FI-NIL-MN-21-00022,12/16/2021,PHP,110000000,55000000,0,0,0,0,55000000,110000000,55000000,0,0,0,0,55000000,964551.38,964551.38,31584.7,31584.7,0,damaged stocks,,OS-FOR APPROVAL,,1873,JOY CHRISTINE L. CO,N,N,N,I
"MISAMIS ORIENTAL RURAL ELECTRIC SERVICES CORPORATION, INC.  (MORESCO 1)",,FI-NIL-OM-21-0000013-00-D,01/06/2021,01/06/2022,2,BUILDINGS,INDUSTRIAL - OTHERS,FI-NIL-OM-22-00001,12/16/2021,PHP,529094440,529094440,0,0,0,0,0,19850000,19850000,0,0,0,0,0,0,0,31886.71,31886.71,0,TYPHOON ODETTE,,CLOSED,,490,BDO INSURANCE AND REINSURANCE BROKERS INCORPORATED,N,N,N,I
CORBOX CORPORATION,,FI-NIL-OM-21-0000038-00-D,02/28/2021,03/30/2022,1,VARIOUS,INDUSTRIAL - OTHERS,FI-NIL-OM-21-00004,12/16/2021,PHP,278116550,278116550,0,0,0,0,0,142213000,142213000,0,0,0,0,0,43981037.02,43981037.02,925366.54,925366.54,0,damaged building ,,CLOSED,,490,BDO INSURANCE AND REINSURANCE BROKERS INCORPORATED,N,Y,N,I
CORBOX CORPORATION,,FI-NIL-OM-21-0000038-00-D,02/28/2021,03/30/2022,2,VARIOUS,INDUSTRIAL - OTHERS,FI-NIL-OM-21-00004,12/16/2021,PHP,278116550,278116550,0,0,0,0,0,89834550,89834550,0,0,0,0,0,10392813.33,10392813.33,243057.98,243057.98,0,damaged building ,,CLOSED,,490,BDO INSURANCE AND REINSURANCE BROKERS INCORPORATED,N,Y,N,I
CORBOX CORPORATION,,FI-NIL-OM-21-0000038-00-D,02/28/2021,03/30/2022,3,BUILDING,INDUSTRIAL - OTHERS,FI-NIL-OM-21-00004,12/16/2021,PHP,278116550,278116550,0,0,0,0,0,6009000,6009000,0,0,0,0,0,1021359.67,1021359.67,0,0,0,damaged building ,,CLOSED,,490,BDO INSURANCE AND REINSURANCE BROKERS INCORPORATED,N,Y,N,I
"BONITE, SPS. CHANDRU & JENNIFER",,FI-NIL-OM-21-0000076-00-D,03/11/2021,03/11/2022,1,BUILDING,RESIDENTIAL,FI-NIL-OM-22-00003,12/16/2021,PHP,44692000,44692000,0,0,0,0,0,41440000,41440000,0,0,0,0,0,18921307.51,18921307.51,387573,387573,0,DAMAGE TO BUILDING,,CLOSED,,548,"CHINABANK INSURANCE BROKERS, INC.",N,N,N,R
"BOHOL QUALITY CORPORATION AND/OR ASSOCIATED, SUBSIDIARY, AFFILIATED, CONTROLLED COMPANIES NOW OR HEREAFTER FORMED OR ACQUIRED",,FI-NIL-OM-21-0000105-00-D,06/30/2021,06/30/2022,2,BUILDERWARE BLDG.,GENERAL - COMMERCIAL,FI-NIL-OM-22-00002,12/16/2021,PHP,233250000,186600000,0,0,0,0,46650000,8250000,6600000,0,0,0,0,1650000,0,0,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,996,LUIS S. WONG SR.,N,Y,N,I
"BOHOL QUALITY CORPORATION AND/OR ASSOCIATED, SUBSIDIARY, AFFILIATED, CONTROLLED COMPANIES NOW OR HEREAFTER FORMED OR ACQUIRED",,FI-NIL-OM-21-0000105-00-D,06/30/2021,06/30/2022,3,CLIFFTOP WAREHOUSE,GENERAL - COMMERCIAL,FI-NIL-OM-22-00002,12/16/2021,PHP,233250000,186600000,0,0,0,0,46650000,5000000,4000000,0,0,0,0,1000000,70496.65,70496.65,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,996,LUIS S. WONG SR.,N,Y,N,I
"BOHOL QUALITY CORPORATION AND/OR ASSOCIATED, SUBSIDIARY, AFFILIATED, CONTROLLED COMPANIES NOW OR HEREAFTER FORMED OR ACQUIRED",,FI-NIL-OM-21-0000105-00-D,06/30/2021,06/30/2022,5,BQ WAREHOUSE,WAREHOUSE - OTHERS,FI-NIL-OM-22-00002,12/16/2021,PHP,233250000,186600000,0,0,0,0,46650000,10000000,8000000,0,0,0,0,2000000,459839.21,459839.21,14201.66,14201.66,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,996,LUIS S. WONG SR.,N,Y,N,I
"BOHOL QUALITY CORPORATION AND/OR ASSOCIATED, SUBSIDIARY, AFFILIATED, CONTROLLED COMPANIES NOW OR HEREAFTER FORMED OR ACQUIRED",,FI-NIL-OM-21-0000105-00-D,06/30/2021,06/30/2022,6,BQ WAREHOUSE 2,WAREHOUSE - OTHERS,FI-NIL-OM-24-00001,12/16/2021,PHP,233250000,186600000,0,0,0,0,46650000,1750000,1400000,0,0,0,0,350000,53131.17,53131.17,0,0,0,TYPHOON ,,OS-FOR APPROVAL,,996,LUIS S. WONG SR.,N,Y,N,I
"LH PARAGON, INCORPORATED",,FI-NIL-OM-21-0000137-00-D,10/22/2021,10/22/2022,1,BUILDINGS,WAREHOUSE - OTHERS,FI-NIL-OM-23-00005,12/16/2021,PHP,26394000,26394000,0,0,0,0,0,26394000,26394000,0,0,0,0,0,0,0,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,2629,ANGELITO M. ESTIGOY,N,N,N,I
